buscoID	query_chr	position	assigned_chr	status
231at7088	SUPER_1	31726377.0	SUPER_20	SUPER_20
232at7088	SUPER_9	14059009.5	SUPER_8	self
235at7088	SUPER_7	22309111.5	SUPER_3	self
236at7088	SUPER_3	6991449.0	SUPER_1	self
242at7088	SUPER_4	8124285.5	SUPER_5	self
246at7088	SUPER_17	16854395.5	SUPER_17	self
248at7088	SUPER_8	11020996.5	SUPER_14	self
250at7088	SUPER_1	36738359.5	SUPER_20	SUPER_20
251at7088	SUPER_Z	41359611.5	SUPER_2	self
254at7088	SUPER_9	21884564.0	SUPER_8	self
258at7088	SUPER_27	725431.0	SUPER_27	self
259at7088	SUPER_25	6125648.5	SUPER_24	self
263at7088	SUPER_21	7005890.0	SUPER_25	self
266at7088	SUPER_Z	6533469.0	SUPER_Z	SUPER_Z
270at7088	SUPER_Z	7506104.5	SUPER_Z	SUPER_Z
271at7088	SUPER_14	17689705.0	SUPER_16	self
273at7088	SUPER_2	38204517.0	SUPER_13	self
274at7088	SUPER_13	19996120.5	SUPER_15	self
278at7088	SUPER_7	12027734.0	SUPER_3	self
281at7088	SUPER_9	19359911.0	SUPER_8	self
288at7088	SUPER_22	12064307.5	SUPER_26	self
296at7088	SUPER_Z	19441328.5	SUPER_Z	SUPER_Z
302at7088	SUPER_25	3597644.0	SUPER_24	self
303at7088	SUPER_7	13801650.0	SUPER_3	self
307at7088	SUPER_2	20118580.0	SUPER_13	self
311at7088	SUPER_15	11409332.0	SUPER_7	self
315at7088	SUPER_12	98295.5	SUPER_12	self
316at7088	SUPER_6	11532219.0	SUPER_4	self
318at7088	SUPER_1	16796432.0	SUPER_10	self
321at7088	SUPER_Z	26608737.0	SUPER_Z	SUPER_Z
322at7088	SUPER_2	38425502.5	SUPER_13	self
324at7088	SUPER_3	13206018.0	SUPER_1	self
325at7088	SUPER_14	23450643.0	SUPER_16	self
326at7088	SUPER_7	23842548.0	SUPER_3	self
327at7088	SUPER_11	2414757.0	SUPER_9	self
328at7088	SUPER_16	22147912.0	SUPER_11	self
332at7088	SUPER_3	16676807.0	SUPER_1	self
335at7088	SUPER_27	2044849.5	SUPER_27	self
338at7088	SUPER_11	14609893.5	SUPER_9	self
340at7088	SUPER_15	21116140.0	SUPER_7	self
342at7088	SUPER_4	4154887.0	SUPER_5	self
345at7088	SUPER_2	4714885.5	SUPER_23	SUPER_23
350at7088	SUPER_9	13984418.5	SUPER_8	self
353at7088	SUPER_25	10371951.0	SUPER_24	self
354at7088	SUPER_12	14743037.5	SUPER_12	self
355at7088	SUPER_12	3249705.0	SUPER_12	self
356at7088	SUPER_2	28584628.0	SUPER_13	self
357at7088	SUPER_21	18147372.5	SUPER_25	self
360at7088	SUPER_Z	17703442.5	SUPER_Z	SUPER_Z
363at7088	SUPER_1	40288552.5	SUPER_20	SUPER_20
366at7088	SUPER_14	14201362.5	SUPER_16	self
367at7088	SUPER_5	17217524.5	SUPER_6	self
375at7088	SUPER_12	23784132.0	SUPER_12	self
380at7088	SUPER_13	3552129.0	SUPER_15	self
382at7088	SUPER_16	21067735.0	SUPER_11	self
383at7088	SUPER_9	13969126.5	SUPER_8	self
384at7088	SUPER_3	10768291.5	SUPER_1	self
385at7088	SUPER_18	14764429.5	SUPER_19	self
386at7088	SUPER_14	9946839.5	SUPER_16	self
389at7088	SUPER_Z	14530894.5	SUPER_Z	SUPER_Z
391at7088	SUPER_Z	22395636.5	SUPER_Z	SUPER_Z
392at7088	SUPER_Z	41545029.0	SUPER_2	self
393at7088	SUPER_8	13907964.0	SUPER_14	self
394at7088	SUPER_2	14532270.0	SUPER_13	self
396at7088	SUPER_1	7540471.5	SUPER_10	self
401at7088	SUPER_1	16595091.5	SUPER_10	self
408at7088	SUPER_7	18683721.0	SUPER_3	self
412at7088	SUPER_9	3546442.0	SUPER_8	self
417at7088	SUPER_Z	14808569.0	SUPER_19	SUPER_19
420at7088	SUPER_1	28216853.0	SUPER_20	SUPER_20
427at7088	SUPER_27	6604427.5	SUPER_27	self
429at7088	SUPER_12	816084.0	SUPER_12	self
430at7088	SUPER_2	31682089.0	SUPER_13	self
434at7088	SUPER_Z	38244499.0	SUPER_2	self
437at7088	SUPER_20	8999763.5	SUPER_22	self
443at7088	SUPER_1	14764472.0	SUPER_10	self
445at7088	SUPER_5	11140304.5	SUPER_6	self
450at7088	SUPER_Z	33115617.0	SUPER_2	self
455at7088	SUPER_7	8630345.5	SUPER_3	self
456at7088	SUPER_12	22698373.5	SUPER_12	self
458at7088	SUPER_19	5498306.5	SUPER_18	self
461at7088	SUPER_9	7296925.5	SUPER_8	self
464at7088	SUPER_5	20866674.5	SUPER_6	self
467at7088	SUPER_13	22142177.5	SUPER_15	self
468at7088	SUPER_14	8043825.0	SUPER_16	self
478at7088	SUPER_Z	56724263.0	SUPER_2	self
479at7088	SUPER_1	33374417.5	SUPER_20	SUPER_20
481at7088	SUPER_4	20717671.5	SUPER_5	self
486at7088	SUPER_14	21186337.0	SUPER_16	self
488at7088	SUPER_10	5830791.5	SUPER_21	self
489at7088	SUPER_19	16067082.0	SUPER_18	self
490at7088	SUPER_9	8747271.5	SUPER_8	self
492at7088	SUPER_16	11757205.0	SUPER_11	self
494at7088	SUPER_5	12026390.5	SUPER_6	self
495at7088	SUPER_7	20602743.5	SUPER_3	self
496at7088	SUPER_22	2290365.5	SUPER_26	self
498at7088	SUPER_6	22348533.5	SUPER_4	self
499at7088	SUPER_9	12946425.5	SUPER_8	self
504at7088	SUPER_4	20651802.5	SUPER_5	self
505at7088	SUPER_11	9835918.5	SUPER_9	self
506at7088	SUPER_Z	5658280.0	SUPER_Z	SUPER_Z
509at7088	SUPER_12	14256798.0	SUPER_12	self
511at7088	SUPER_11	21998107.5	SUPER_9	self
513at7088	SUPER_17	8550911.0	SUPER_17	self
515at7088	SUPER_6	15687053.0	SUPER_4	self
516at7088	SUPER_6	11494914.0	SUPER_4	self
517at7088	SUPER_3	18499724.5	SUPER_1	self
518at7088	SUPER_5	20686076.0	SUPER_6	self
519at7088	SUPER_20	8351485.0	SUPER_22	self
522at7088	SUPER_17	15885763.5	SUPER_17	self
526at7088	SUPER_8	16730456.5	SUPER_14	self
527at7088	SUPER_15	421063.5	SUPER_7	self
530at7088	SUPER_16	9062980.0	SUPER_11	self
531at7088	SUPER_7	20551491.5	SUPER_3	self
532at7088	SUPER_26	1577972.5	SUPER_28	self
538at7088	SUPER_1	36168885.0	SUPER_20	SUPER_20
543at7088	SUPER_25	10301940.5	SUPER_24	self
544at7088	SUPER_13	12959183.5	SUPER_15	self
547at7088	SUPER_25	5538821.0	SUPER_24	self
550at7088	SUPER_18	6223467.5	SUPER_19	self
552at7088	SUPER_5	21561552.0	SUPER_6	self
553at7088	SUPER_10	17622116.0	SUPER_21	self
556at7088	SUPER_9	11751456.0	SUPER_8	self
558at7088	SUPER_6	5999059.0	SUPER_4	self
559at7088	SUPER_Z	8590384.0	SUPER_Z	SUPER_Z
562at7088	SUPER_4	8807740.5	SUPER_5	self
563at7088	SUPER_1	13030986.5	SUPER_10	self
566at7088	SUPER_Z	44683804.5	SUPER_2	self
569at7088	SUPER_Z	56026309.0	SUPER_2	self
571at7088	SUPER_20	7292821.0	SUPER_22	self
572at7088	SUPER_Z	41593755.5	SUPER_2	self
578at7088	SUPER_Z	6287581.0	SUPER_Z	SUPER_Z
583at7088	SUPER_5	10067110.5	SUPER_6	self
584at7088	SUPER_16	16602225.0	SUPER_11	self
589at7088	SUPER_9	13949877.0	SUPER_8	self
590at7088	SUPER_6	16512817.5	SUPER_4	self
598at7088	SUPER_Z	57938061.0	SUPER_2	self
599at7088	SUPER_20	7669710.5	SUPER_22	self
600at7088	SUPER_3	16146205.5	SUPER_1	self
601at7088	SUPER_13	3500694.0	SUPER_15	self
603at7088	SUPER_10	12365178.5	SUPER_21	self
608at7088	SUPER_5	20009118.5	SUPER_6	self
609at7088	SUPER_20	14392383.5	SUPER_22	self
611at7088	SUPER_20	10715160.5	SUPER_22	self
613at7088	SUPER_7	2089965.0	SUPER_3	self
614at7088	SUPER_1	11677630.5	SUPER_10	self
616at7088	SUPER_9	17309104.0	SUPER_8	self
620at7088	SUPER_16	16530812.5	SUPER_11	self
621at7088	SUPER_21	5827534.5	SUPER_25	self
622at7088	SUPER_25	3885604.0	SUPER_24	self
627at7088	SUPER_7	15702870.5	SUPER_3	self
628at7088	SUPER_Z	49524870.5	SUPER_2	self
632at7088	SUPER_7	19569892.5	SUPER_3	self
633at7088	SUPER_19	7952313.0	SUPER_18	self
637at7088	SUPER_2	24162530.5	SUPER_13	self
638at7088	SUPER_11	2107345.5	SUPER_9	self
639at7088	SUPER_Z	16845248.0	SUPER_Z	SUPER_Z
642at7088	SUPER_17	10549493.5	SUPER_17	self
643at7088	SUPER_7	19653812.0	SUPER_3	self
647at7088	SUPER_9	20480182.5	SUPER_8	self
649at7088	SUPER_2	2512556.0	SUPER_23	SUPER_23
652at7088	SUPER_16	20277123.5	SUPER_11	self
655at7088	SUPER_12	10788317.5	SUPER_12	self
657at7088	SUPER_9	9129559.0	SUPER_8	self
658at7088	SUPER_7	7267211.5	SUPER_3	self
659at7088	SUPER_18	13034855.5	SUPER_19	self
660at7088	SUPER_7	19584243.0	SUPER_3	self
662at7088	SUPER_5	9557193.0	SUPER_6	self
664at7088	SUPER_15	15123873.5	SUPER_7	self
666at7088	SUPER_13	6502292.5	SUPER_15	self
667at7088	SUPER_11	2271184.0	SUPER_9	self
670at7088	SUPER_27	10981605.5	SUPER_27	self
672at7088	SUPER_3	10840783.5	SUPER_1	self
675at7088	SUPER_17	13415612.5	SUPER_17	self
678at7088	SUPER_9	14920389.0	SUPER_8	self
680at7088	SUPER_13	13724449.5	SUPER_15	self
681at7088	SUPER_15	1270424.0	SUPER_7	self
690at7088	SUPER_4	2603478.0	SUPER_5	self
692at7088	SUPER_3	20330365.5	SUPER_1	self
695at7088	SUPER_1	6709659.0	SUPER_10	self
696at7088	SUPER_7	9077151.0	SUPER_3	self
701at7088	SUPER_6	8048470.5	SUPER_4	self
705at7088	SUPER_18	20795313.5	SUPER_19	self
708at7088	SUPER_Z	21542464.5	SUPER_Z	SUPER_Z
713at7088	SUPER_27	1302376.0	SUPER_27	self
714at7088	SUPER_6	22833003.5	SUPER_4	self
716at7088	SUPER_21	2844496.0	SUPER_25	self
717at7088	SUPER_9	21013752.5	SUPER_8	self
718at7088	SUPER_3	19641168.5	SUPER_1	self
721at7088	SUPER_22	6900183.5	SUPER_26	self
723at7088	SUPER_1	12769319.5	SUPER_10	self
724at7088	SUPER_5	23475242.0	SUPER_6	self
730at7088	SUPER_3	10799482.5	SUPER_1	self
731at7088	SUPER_14	14243281.5	SUPER_16	self
741at7088	SUPER_17	668722.5	SUPER_17	self
742at7088	SUPER_3	20087154.0	SUPER_1	self
752at7088	SUPER_Z	240881.0	SUPER_Z	SUPER_Z
756at7088	SUPER_9	24469230.5	SUPER_8	self
757at7088	SUPER_18	7551267.0	SUPER_19	self
758at7088	SUPER_14	18606138.5	SUPER_16	self
761at7088	SUPER_16	4770723.5	SUPER_11	self
764at7088	SUPER_13	8965839.5	SUPER_15	self
765at7088	SUPER_4	209401.5	SUPER_5	self
769at7088	SUPER_11	10166989.5	SUPER_9	self
772at7088	SUPER_14	15007681.0	SUPER_16	self
774at7088	SUPER_10	23581686.0	SUPER_21	self
775at7088	SUPER_Z	51717918.5	SUPER_2	self
780at7088	SUPER_3	22727354.0	SUPER_1	self
781at7088	SUPER_Z	8466953.0	SUPER_Z	SUPER_Z
787at7088	SUPER_1	12930664.5	SUPER_10	self
790at7088	SUPER_Z	517784.0	SUPER_Z	SUPER_Z
791at7088	SUPER_8	4219829.5	SUPER_14	self
793at7088	SUPER_Z	38657081.5	SUPER_2	self
794at7088	SUPER_5	14056713.0	SUPER_6	self
795at7088	SUPER_Z	58173462.0	SUPER_2	self
796at7088	SUPER_15	9637940.0	SUPER_7	self
799at7088	SUPER_7	20989937.5	SUPER_3	self
800at7088	SUPER_7	12123137.5	SUPER_3	self
802at7088	SUPER_11	20568900.5	SUPER_9	self
805at7088	SUPER_27	8063774.5	SUPER_27	self
806at7088	SUPER_10	12720313.0	SUPER_21	self
817at7088	SUPER_5	15621636.5	SUPER_6	self
818at7088	SUPER_5	12181887.0	SUPER_6	self
821at7088	SUPER_11	22961330.5	SUPER_9	self
822at7088	SUPER_Z	5168544.0	SUPER_Z	SUPER_Z
826at7088	SUPER_9	6381151.5	SUPER_8	self
828at7088	SUPER_13	3517366.0	SUPER_15	self
829at7088	SUPER_12	3036041.5	SUPER_12	self
835at7088	SUPER_Z	45551330.0	SUPER_2	self
839at7088	SUPER_25	5780889.0	SUPER_24	self
840at7088	SUPER_Z	2883438.5	SUPER_Z	SUPER_Z
841at7088	SUPER_14	16861821.5	SUPER_16	self
844at7088	SUPER_11	21205928.0	SUPER_9	self
845at7088	SUPER_4	19616486.5	SUPER_5	self
849at7088	SUPER_17	14701863.0	SUPER_17	self
851at7088	SUPER_1	28759813.5	SUPER_20	SUPER_20
853at7088	SUPER_Z	51357016.0	SUPER_2	self
860at7088	SUPER_3	20379154.0	SUPER_1	self
861at7088	SUPER_10	23526943.0	SUPER_21	self
865at7088	SUPER_26	1484662.0	SUPER_28	self
866at7088	SUPER_20	6039787.5	SUPER_22	self
867at7088	SUPER_1	29181205.5	SUPER_20	SUPER_20
871at7088	SUPER_19	16951758.0	SUPER_18	self
875at7088	SUPER_13	21349233.5	SUPER_15	self
877at7088	SUPER_22	12172763.5	SUPER_26	self
879at7088	SUPER_8	19348988.0	SUPER_14	self
883at7088	SUPER_13	7842370.0	SUPER_15	self
886at7088	SUPER_18	6899958.5	SUPER_19	self
890at7088	SUPER_4	20687319.5	SUPER_5	self
893at7088	SUPER_9	16500098.0	SUPER_8	self
895at7088	SUPER_16	21126906.5	SUPER_11	self
897at7088	SUPER_9	9749151.0	SUPER_8	self
899at7088	SUPER_1	8644548.0	SUPER_10	self
901at7088	SUPER_6	17660999.5	SUPER_4	self
903at7088	SUPER_Z	50072539.5	SUPER_2	self
909at7088	SUPER_5	8308055.5	SUPER_6	self
911at7088	SUPER_19	2081690.0	SUPER_18	self
912at7088	SUPER_22	4116903.0	SUPER_26	self
913at7088	SUPER_4	1341899.0	SUPER_5	self
917at7088	SUPER_17	18670986.5	SUPER_17	self
924at7088	SUPER_9	22581769.5	SUPER_8	self
927at7088	SUPER_11	17617433.5	SUPER_9	self
929at7088	SUPER_Z	41712581.0	SUPER_2	self
933at7088	SUPER_1	37469699.0	SUPER_20	SUPER_20
934at7088	SUPER_6	16435385.0	SUPER_4	self
938at7088	SUPER_13	13923760.5	SUPER_15	self
944at7088	SUPER_17	15660927.5	SUPER_17	self
946at7088	SUPER_8	4294859.5	SUPER_14	self
947at7088	SUPER_7	17966461.5	SUPER_3	self
949at7088	SUPER_13	9998026.0	SUPER_15	self
950at7088	SUPER_11	22254332.5	SUPER_9	self
951at7088	SUPER_5	21993336.0	SUPER_6	self
954at7088	SUPER_15	9556460.5	SUPER_7	self
961at7088	SUPER_Z	39793995.5	SUPER_2	self
962at7088	SUPER_1	41217653.5	SUPER_20	SUPER_20
963at7088	SUPER_13	8234578.0	SUPER_15	self
966at7088	SUPER_4	22202952.0	SUPER_5	self
968at7088	SUPER_5	4414789.0	SUPER_6	self
972at7088	SUPER_6	13217219.0	SUPER_4	self
974at7088	SUPER_17	14552118.5	SUPER_28	SUPER_28
975at7088	SUPER_Z	23350509.0	SUPER_Z	SUPER_Z
978at7088	SUPER_4	8517319.5	SUPER_5	self
979at7088	SUPER_2	22076006.0	SUPER_13	self
980at7088	SUPER_12	1346781.0	SUPER_12	self
981at7088	SUPER_9	10445309.0	SUPER_8	self
982at7088	SUPER_26	10344624.0	SUPER_28	self
983at7088	SUPER_11	1685768.5	SUPER_9	self
984at7088	SUPER_11	4667548.0	SUPER_9	self
986at7088	SUPER_13	821423.5	SUPER_15	self
988at7088	SUPER_7	13513505.5	SUPER_3	self
989at7088	SUPER_4	16622068.0	SUPER_5	self
992at7088	SUPER_8	15068645.0	SUPER_14	self
993at7088	SUPER_15	11652988.0	SUPER_7	self
994at7088	SUPER_19	12522848.0	SUPER_18	self
998at7088	SUPER_3	7960566.0	SUPER_1	self
999at7088	SUPER_10	7680726.0	SUPER_21	self
1000at7088	SUPER_26	11405998.0	SUPER_28	self
1003at7088	SUPER_9	21942133.0	SUPER_8	self
1004at7088	SUPER_Z	40227408.5	SUPER_2	self
1005at7088	SUPER_1	17883848.0	SUPER_10	self
1007at7088	SUPER_1	32454396.0	SUPER_20	SUPER_20
1009at7088	SUPER_Z	48721667.0	SUPER_2	self
1010at7088	SUPER_9	3044224.0	SUPER_8	self
1011at7088	SUPER_4	8200992.0	SUPER_5	self
1013at7088	SUPER_7	24734958.5	SUPER_3	self
1014at7088	SUPER_9	13592143.0	SUPER_8	self
1021at7088	SUPER_16	8000494.5	SUPER_11	self
1026at7088	SUPER_12	5499383.0	SUPER_12	self
1027at7088	SUPER_3	19908017.0	SUPER_1	self
1032at7088	SUPER_Z	5086950.0	SUPER_Z	SUPER_Z
1033at7088	SUPER_14	14275377.0	SUPER_16	self
1037at7088	SUPER_12	16942101.0	SUPER_12	self
1038at7088	SUPER_Z	7897888.5	SUPER_Z	SUPER_Z
1047at7088	SUPER_4	15809366.5	SUPER_5	self
1050at7088	SUPER_13	11086528.0	SUPER_15	self
1053at7088	SUPER_1	27348258.5	SUPER_20	SUPER_20
1056at7088	SUPER_7	4203552.5	SUPER_3	self
1057at7088	SUPER_20	14193473.5	SUPER_22	self
1058at7088	SUPER_17	16744973.5	SUPER_17	self
1065at7088	SUPER_25	12988180.5	SUPER_24	self
1066at7088	SUPER_Z	23566602.0	SUPER_Z	SUPER_Z
1068at7088	SUPER_5	15305001.0	SUPER_6	self
1070at7088	SUPER_4	24251569.0	SUPER_5	self
1075at7088	SUPER_3	9767027.0	SUPER_1	self
1076at7088	SUPER_19	7060646.0	SUPER_18	self
1078at7088	SUPER_9	11827772.0	SUPER_8	self
1079at7088	SUPER_3	30319720.5	SUPER_1	self
1080at7088	SUPER_15	20055761.0	SUPER_7	self
1082at7088	SUPER_11	17536367.0	SUPER_9	self
1083at7088	SUPER_Z	23783092.0	SUPER_Z	SUPER_Z
1084at7088	SUPER_10	14445885.0	SUPER_21	self
1085at7088	SUPER_4	24184152.0	SUPER_5	self
1086at7088	SUPER_1	7745668.5	SUPER_10	self
1088at7088	SUPER_11	569296.0	SUPER_9	self
1089at7088	SUPER_6	15446299.5	SUPER_4	self
1090at7088	SUPER_Z	19476148.5	SUPER_Z	SUPER_Z
1094at7088	SUPER_19	8709258.5	SUPER_18	self
1100at7088	SUPER_8	3955129.0	SUPER_14	self
1107at7088	SUPER_9	18788677.0	SUPER_8	self
1108at7088	SUPER_19	13749001.0	SUPER_18	self
1111at7088	SUPER_18	17036713.0	SUPER_19	self
1113at7088	SUPER_13	4684007.5	SUPER_15	self
1114at7088	SUPER_18	11660346.5	SUPER_19	self
1117at7088	SUPER_1	41094076.0	SUPER_20	SUPER_20
1118at7088	SUPER_1	15544701.5	SUPER_10	self
1121at7088	SUPER_8	17880132.5	SUPER_14	self
1123at7088	SUPER_10	1382190.5	SUPER_21	self
1124at7088	SUPER_1	27723714.0	SUPER_20	SUPER_20
1126at7088	SUPER_14	16235750.5	SUPER_16	self
1130at7088	SUPER_17	2915874.5	SUPER_17	self
1131at7088	SUPER_Z	30074689.0	SUPER_2	self
1133at7088	SUPER_11	12757772.5	SUPER_9	self
1134at7088	SUPER_4	22122152.0	SUPER_5	self
1135at7088	SUPER_12	17710965.5	SUPER_12	self
1136at7088	SUPER_3	28758784.5	SUPER_1	self
1139at7088	SUPER_7	10650594.5	SUPER_3	self
1140at7088	SUPER_19	18783867.5	SUPER_18	self
1141at7088	SUPER_Z	39162573.5	SUPER_2	self
1143at7088	SUPER_10	7278206.0	SUPER_21	self
1144at7088	SUPER_Z	10133041.0	SUPER_Z	SUPER_Z
1145at7088	SUPER_2	15760234.0	SUPER_13	self
1150at7088	SUPER_11	15089165.0	SUPER_9	self
1152at7088	SUPER_6	15649990.0	SUPER_4	self
1153at7088	SUPER_13	3360726.5	SUPER_15	self
1154at7088	SUPER_15	19267981.0	SUPER_7	self
1161at7088	SUPER_19	7811493.5	SUPER_18	self
1165at7088	SUPER_1	17637898.0	SUPER_10	self
1167at7088	SUPER_14	2903482.5	SUPER_16	self
1168at7088	SUPER_1	27285467.5	SUPER_20	SUPER_20
1171at7088	SUPER_13	12360344.0	SUPER_15	self
1172at7088	SUPER_1	27545133.5	SUPER_20	SUPER_20
1174at7088	SUPER_10	25733605.5	SUPER_21	self
1178at7088	SUPER_9	15206180.5	SUPER_8	self
1179at7088	SUPER_19	6785458.0	SUPER_18	self
1180at7088	SUPER_15	21552781.5	SUPER_7	self
1182at7088	SUPER_17	7853847.0	SUPER_17	self
1187at7088	SUPER_12	1642280.0	SUPER_12	self
1197at7088	SUPER_22	8791626.5	SUPER_26	self
1198at7088	SUPER_1	30093790.0	SUPER_20	SUPER_20
1199at7088	SUPER_1	35451078.5	SUPER_20	SUPER_20
1200at7088	SUPER_1	4713837.0	SUPER_10	self
1206at7088	SUPER_14	14250650.0	SUPER_16	self
1208at7088	SUPER_7	4368690.0	SUPER_3	self
1212at7088	SUPER_6	5121433.0	SUPER_4	self
1214at7088	SUPER_7	11101467.0	SUPER_3	self
1217at7088	SUPER_Z	37093444.5	SUPER_2	self
1218at7088	SUPER_Z	42006806.5	SUPER_2	self
1220at7088	SUPER_8	16478686.0	SUPER_14	self
1222at7088	SUPER_12	23906130.0	SUPER_12	self
1223at7088	SUPER_7	25351401.5	SUPER_3	self
1234at7088	SUPER_1	14560224.0	SUPER_10	self
1235at7088	SUPER_11	7234356.0	SUPER_9	self
1236at7088	SUPER_1	33447955.5	SUPER_20	SUPER_20
1237at7088	SUPER_24	9229659.5	SUPER_3	SUPER_3
1242at7088	SUPER_6	14776797.0	SUPER_4	self
1245at7088	SUPER_7	9445611.5	SUPER_3	self
1246at7088	SUPER_17	5278790.0	SUPER_17	self
1248at7088	SUPER_5	19917435.0	SUPER_6	self
1250at7088	SUPER_8	4023504.0	SUPER_14	self
1251at7088	SUPER_7	14552224.5	SUPER_3	self
1253at7088	SUPER_3	14867765.0	SUPER_1	self
1256at7088	SUPER_Z	43344470.5	SUPER_2	self
1258at7088	SUPER_22	8914636.5	SUPER_26	self
1259at7088	SUPER_10	10953497.5	SUPER_21	self
